book,price,amount,oid,side,amount_minor,amount_major
usd_mxn,22.825,59.91,lGwM8SjOzHenxnU8,ask,1367.4457499999999,59.91
usd_mxn,22.808,87.68,KLHPQmAeTqoJ6yZi,ask,1999.80544,87.68
usd_mxn,22.802,20.88639984,TFFhlDStAvu9tEh1,ask,476.25168915167995,20.88639984
usd_mxn,22.8,5.0,YjnWCAESOK3hbJM0,ask,114.0,5.0
usd_mxn,22.8,20.0,zBFDxZs1lDgqtoxp,ask,456.0,20.0
usd_mxn,22.8,500.0,PDqOtfWAy7gIupS9,ask,11400.0,500.0
usd_mxn,22.8,20.0,57rQsvawhrV9mtfp,ask,456.0,20.0
usd_mxn,22.79,5.0,y8t7rQ10MxvFM7xW,ask,113.94999999999999,5.0
usd_mxn,22.78,20.0,1DAMebsvRJrmsojW,ask,455.6,20.0
usd_mxn,22.777,200.0,lvtHVLJtDNuls7wI,ask,4555.400000000001,200.0
usd_mxn,22.77,1.6,Jzt06Q39dXH8lzve,ask,36.432,1.6
usd_mxn,22.767,20.88639984,qEbIcis46vlBg5w9,ask,475.52066515727995,20.88639984
usd_mxn,22.75,1.55,sGay3FeDrmWetr6u,ask,35.2625,1.55
usd_mxn,22.75,15.0,Dh1gWWue5gulIFi7,ask,341.25,15.0
usd_mxn,22.75,500.0,TdxMA25vAbHhOzNm,ask,11375.0,500.0
usd_mxn,22.732,254.15,X80qxwJ8asX2hqAj,ask,5777.3378,254.15
usd_mxn,22.731,20.88639984,U8ajmbNmeIB5VlAn,ask,474.76875476304,20.88639984
usd_mxn,22.73,0.94,8uCKXDu8QTb5VUcj,ask,21.3662,0.94
usd_mxn,22.705,50.0,3rdc96Gm9mWaYYa8,ask,1135.25,50.0
usd_mxn,22.7,20.0,FGSV59iXv2lerAFv,ask,454.0,20.0
usd_mxn,22.7,50.0,A8sYW79oeg4MsCW3,ask,1135.0,50.0
usd_mxn,22.7,2.22,XXOv1xgOpf1F9r4n,ask,50.394000000000005,2.22
usd_mxn,22.7,517.4,WFSVdBt4J8E11KtZ,ask,11744.98,517.4
usd_mxn,22.7,733.76,ZQ96ubWIulDRLB7b,ask,16656.352,733.76
usd_mxn,22.7,19570.64,0DBEeZbFI5PRhkRn,ask,444253.528,19570.64
usd_mxn,22.7,210.48,TkY4h0hvCRjNyqtl,ask,4777.896,210.48
usd_mxn,22.697,20.88639984,AexM3sUVSV84Elyy,ask,474.05861716847994,20.88639984
usd_mxn,22.69,22.03,1o9GqvRZ0EhgGurx,ask,499.86070000000007,22.03
usd_mxn,22.676,77.6,g17Pg4u1Yx3jErYh,ask,1759.6575999999998,77.6
usd_mxn,22.661,20.88639984,ClD2j8oGt0Y6Dqqg,ask,473.30670677424,20.88639984
usd_mxn,22.626,20.88639984,7gcFaTl2HAvXLsFx,ask,472.57568277984,20.88639984
usd_mxn,22.601,11.0,korv256UTdrtyUs1,ask,248.611,11.0
usd_mxn,22.6,2.0,yL64OfH8rqA266rO,ask,45.2,2.0
usd_mxn,22.591,20.88639984,a3OMVemlWEk9G3bQ,ask,471.84465878544,20.88639984
usd_mxn,22.568,50.0,j0Obwj3yz7xnRePm,ask,1128.4,50.0
usd_mxn,22.562,48.2,IQ4ijjbiN0tztvew,ask,1087.4884000000002,48.2
usd_mxn,22.56,0.7,if5YOINNyoT8myKB,ask,15.791999999999998,0.7
usd_mxn,22.556,20.88639984,l1O2bJ0rNb930z5R,ask,471.11363479104,20.88639984
usd_mxn,22.55,489.9,fGLkyDCmoT81tEXN,ask,11047.244999999999,489.9
usd_mxn,22.52,180.87,wE3w8F6ST2tozC9w,ask,4073.1924,180.87
usd_mxn,22.52,20.88639984,PURj8xjqsrkvxtrW,ask,470.36172439679996,20.88639984
usd_mxn,22.5,3.0,oNEDslc6iVRsj10c,ask,67.5,3.0
usd_mxn,22.5,15.0,fIKHaOcnhpg18tTi,ask,337.5,15.0
usd_mxn,22.5,1.92,dIyYyHoqmTtQ0B7n,ask,43.199999999999996,1.92
usd_mxn,22.5,967.04,P33DTaeZI6m7TEDA,ask,21758.399999999998,967.04
usd_mxn,22.5,200.0,qokHagBb6w9IjIWz,ask,4500.0,200.0
usd_mxn,22.5,73.52,BqpAGf8IIF3jchXN,ask,1654.1999999999998,73.52
usd_mxn,22.5,270.0,Ljg63KqNLIsvSXla,ask,6075.0,270.0
usd_mxn,22.5,4.82,lkmTPqFOW9vJ32ZD,ask,108.45,4.82
usd_mxn,22.5,93.0,7xZhPrny7SClfNN8,ask,2092.5,93.0
usd_mxn,22.5,1777.5,tYEuhfbgVhhLdABE,ask,39993.75,1777.5
usd_mxn,22.485,20.88639984,iyiL0OPKr7ZMVzuO,ask,469.63070040239995,20.88639984
usd_mxn,22.455,12.73,6htS5DgBxmc0MkDa,ask,285.85215,12.73
usd_mxn,22.45,1.55,iUcYs8OK0JXnwlDi,ask,34.7975,1.55
usd_mxn,22.45,20.88639984,BV6lYHP3UdO2RMHr,ask,468.89967640799995,20.88639984
usd_mxn,22.415,20.88639984,V93pBzYYXfjduRMT,ask,468.16865241359994,20.88639984
usd_mxn,22.412,160.0,ibmZrH64e1t4ZklK,ask,3585.92,160.0
usd_mxn,22.412,10.04,kiuXfAmSkcaK0uBs,ask,225.01647999999997,10.04
usd_mxn,22.409,4.22,mWJPsgWF89Jbyw2U,ask,94.56598,4.22
usd_mxn,22.379,20.88639984,xbsPXf8wF0c0yg3q,ask,467.41674201936,20.88639984
usd_mxn,22.362,1414.76,RGjT9IY1zGE2CJTF,ask,31636.863119999998,1414.76
usd_mxn,22.347,0.46,g01kWZIK1OgwwFAr,ask,10.279620000000001,0.46
usd_mxn,22.344,20.88639984,12f6EJXXWifblChp,ask,466.68571802496,20.88639984
usd_mxn,22.331,15.0,AE3zpK097I6RXxeF,ask,334.965,15.0
usd_mxn,22.327,1042.29,rTwpd1qx6XVQ6eTV,ask,23271.20883,1042.29
usd_mxn,22.316,13.23,TyL8IKenRO0vF26V,ask,295.24068,13.23
usd_mxn,22.309,20.88639984,qIVi3irlP4INB0Kh,ask,465.95469403056,20.88639984
usd_mxn,22.301,5.0,2LVL0gDkH0CZd9MM,ask,111.505,5.0
usd_mxn,22.3,1.0,wntn6KC3JfoZuExI,ask,22.3,1.0
usd_mxn,22.3,22.42,uj7zo3VRjnFzGiV8,ask,499.96600000000007,22.42
usd_mxn,22.283,89.75,JBUvwiE3tIwHnJQi,ask,1999.8992500000002,89.75
usd_mxn,22.281,8.59,vPWZ6rS9oism9NDT,ask,191.39379,8.59
usd_mxn,22.273,20.88639984,XjE9BT9iVktX9EFq,ask,465.20278363631996,20.88639984
usd_mxn,22.25,355.91,COTkoG9Wupu8LNy9,ask,7918.9975,355.91
usd_mxn,22.238,20.88639984,AdN6mltFST7zbiKy,ask,464.47175964191996,20.88639984
usd_mxn,22.23,36.0,9EGCCnrfq7n4zvhj,ask,800.28,36.0
usd_mxn,22.22,56.66,k9n3u4hBSXVUJt4Z,ask,1258.9851999999998,56.66
usd_mxn,22.203,20.88639984,nKJTS3pHtOz3wfNB,ask,463.74073564751995,20.88639984
usd_mxn,22.2,199.78,mNISNMOimdh0Ulrh,ask,4435.116,199.78
usd_mxn,22.2,4069.0,wpsODtlxMKGqzJwy,ask,90331.8,4069.0
usd_mxn,22.18,2.62,wr3uCCXndvqWrTHs,ask,58.1116,2.62
usd_mxn,22.168,20.88639984,c9PR3aWiMGvDso27,ask,463.00971165311995,20.88639984
usd_mxn,22.157,50.0,HC9VEQcgaT2EKQsY,ask,1107.85,50.0
usd_mxn,22.136,1.19,QmWwIkk5IuAabTua,ask,26.341839999999998,1.19
usd_mxn,22.132,20.88639984,0OZBbz8ohqfMAL3p,ask,462.25780125888,20.88639984
usd_mxn,22.1,204.87,JgkL13hWyyrxRHPe,ask,4527.627,204.87
usd_mxn,22.1,50.18,HtwgibzC2Ti3Tolf,ask,1108.978,50.18
usd_mxn,22.098,20.88639984,iqLyZnj1uzZc3IkO,ask,461.54766366431994,20.88639984
usd_mxn,22.062,20.88639984,jaKgl5x4pm6d1Rrc,ask,460.79575327008,20.88639984
usd_mxn,22.06,1.28,XvIfWnbT3IXaMYCv,ask,28.2368,1.28
usd_mxn,22.05,274.25,GB3wy6RvBx1ttcNr,ask,6047.212500000001,274.25
usd_mxn,22.027,20.88639984,1RUEuNLuSAMuT1jh,ask,460.06472927568,20.88639984
usd_mxn,22.02,15.03,SQLq7myM67IAQBVG,ask,330.9606,15.03
usd_mxn,22.019,6.81,X1qmmO39COX54DIr,ask,149.94939,6.81
usd_mxn,22.0,97.59566585,ghsUboKQYNnSers0,ask,2147.1046487,97.59566585
usd_mxn,22.0,3037.83,yAu9lmw6X6gzPUOg,ask,66832.26,3037.83
usd_mxn,22.0,500.0,B6c5ISv6CAVmTW07,ask,11000.0,500.0
usd_mxn,22.0,0.9,bon9YBwGVTxB9BFj,ask,19.8,0.9
usd_mxn,22.0,90.9,sNVlsJz7y2oi5ino,ask,1999.8000000000002,90.9
usd_mxn,22.0,50.0,HVLg6f4EBLBhHQaI,ask,1100.0,50.0
usd_mxn,22.0,25.0,yvmbwcK8DqU5BvV9,ask,550.0,25.0
usd_mxn,22.0,1.2,jJZZl9cdU11hCLqa,ask,26.4,1.2
usd_mxn,22.0,48.0,oppgP9CIe1gxAmSo,ask,1056.0,48.0
usd_mxn,22.0,10.0,finrKiU6mdCo9ulT,ask,220.0,10.0
usd_mxn,22.0,204.63,WVZqLGER5Dmug0TN,ask,4501.86,204.63
usd_mxn,22.0,54.28,MgK9ctiXxHmfLsfl,ask,1194.16,54.28
usd_mxn,22.0,395.31,IHn9SnRiFPCc41bn,ask,8696.82,395.31
usd_mxn,22.0,1.0,8ZH9VTJoLXSUz6Zm,ask,22.0,1.0
usd_mxn,22.0,20.0,t4Uk6dVC7w0rCAX2,ask,440.0,20.0
usd_mxn,22.0,5000.0,WNC04CleLSb4A3ux,ask,110000.0,5000.0
usd_mxn,22.0,16.89,A6asqhEiz5BidGdL,ask,371.58000000000004,16.89
usd_mxn,22.0,2011.43,8N6Bn7mEQzUndGC5,ask,44251.46,2011.43
usd_mxn,22.0,2.6,xyUXLRoeXVb133Z4,ask,57.2,2.6
usd_mxn,22.0,228.0,UYGXVsp0GKYMFCWM,ask,5016.0,228.0
usd_mxn,22.0,200.51,ETIFlSLDROSbHmcE,ask,4411.219999999999,200.51
usd_mxn,22.0,200.0,XvhbBURiRopZ2BRG,ask,4400.0,200.0
usd_mxn,22.0,44.09,4Y9lSOwXAsbzfrXG,ask,969.98,44.09
usd_mxn,22.0,100.0,SfBnL49knThTJNwL,ask,2200.0,100.0
usd_mxn,22.0,632.18,dadlDDs2RQhJGgTq,ask,13907.96,632.18
usd_mxn,22.0,3483.78,86KuUxwOIV2LDLeH,ask,76643.16,3483.78
usd_mxn,22.0,111.78,cDzxRcUXdtS7hX6r,ask,2459.16,111.78
usd_mxn,22.0,498.22,UsP5lbHiTwFQv8ya,ask,10960.84,498.22
usd_mxn,22.0,2508.78,B4AgnBfoeyho4Ex2,ask,55193.16,2508.78
usd_mxn,22.0,68.43,06TrmL3Xz2HARCM5,ask,1505.46,68.43
usd_mxn,22.0,25.01,6HKc6sSlP2u0Cmdw,ask,550.22,25.01
usd_mxn,22.0,0.94,SWv143C8yXw2dtjG,ask,20.68,0.94
usd_mxn,22.0,100.74,ZYi8LlraJ8nuUsXc,ask,2216.2799999999997,100.74
usd_mxn,22.0,500.0,Q1WlTOdS0KJdQv5d,ask,11000.0,500.0
usd_mxn,22.0,19.37,oFFs6DYHDq0Hh76T,ask,426.14000000000004,19.37
usd_mxn,22.0,50.88,X5XrUnblSNvbFnpC,ask,1119.3600000000001,50.88
usd_mxn,22.0,300.0,GQmRVaLXkB1BNdDv,ask,6600.0,300.0
usd_mxn,22.0,1.94,TKI7xdFRTAPQZgQ1,ask,42.68,1.94
usd_mxn,22.0,9.12,VRSthajMcKFyh0YY,ask,200.64,9.12
usd_mxn,22.0,10.0,ShaoUmULdYv65m8j,ask,220.0,10.0
usd_mxn,22.0,55.0,OyKtkxjurGp54to9,ask,1210.0,55.0
usd_mxn,21.999,492.24,XMx8Rj0NfN7GmqIK,ask,10828.78776,492.24
usd_mxn,21.992,20.88639984,vQSOLB22kAkEtoNH,ask,459.33370528128,20.88639984
usd_mxn,21.99,498.9,Jvly2SeQwdhs138l,ask,10970.810999999998,498.9
usd_mxn,21.989,50.0,eCTJz5rzhBSd7SIm,ask,1099.45,50.0
usd_mxn,21.98,0.72,y6mJS9C8yq2ghTmT,ask,15.8256,0.72
usd_mxn,21.97,30.0,i8acYArz7C6gwW1Q,ask,659.0999999999999,30.0
usd_mxn,21.957,20.88639984,dSx3S0rAZLF2SbOD,ask,458.60268128688,20.88639984
usd_mxn,21.95,110.98,0HbDvl4mxIhRxtCw,ask,2436.011,110.98
usd_mxn,21.947,294.13,eaJKynKNQYJy7rRg,ask,6455.27111,294.13
usd_mxn,21.921,20.88639984,NjPdroriBHHQWGTu,ask,457.85077089263996,20.88639984
usd_mxn,21.9,500.0,SccD0T6E9FPpMwCy,ask,10950.0,500.0
usd_mxn,21.89,0.57,K6EC2FR2XSYMVPzN,ask,12.4773,0.57
usd_mxn,21.886,20.88639984,46MFtcor7a6G3GJl,ask,457.11974689823995,20.88639984
usd_mxn,21.875,2.22,UiUNbrZjkGhV7HDx,ask,48.56250000000001,2.22
usd_mxn,21.851,20.88639984,nA7OMuFoVdLNNlXY,ask,456.38872290383995,20.88639984
usd_mxn,21.85,299.18,OJE5Cmm8NHOxgP3k,ask,6537.0830000000005,299.18
usd_mxn,21.85,50.0,16YTKQHUwa2u2Etr,ask,1092.5,50.0
usd_mxn,21.827,30.0,nYk9yPw9RdaDnM95,ask,654.8100000000001,30.0
usd_mxn,21.816,20.88639985,MfgwTO9NNLdnujBP,ask,455.6576991276,20.88639985
usd_mxn,21.803,6.18,Twm6fTsGIGNS9Ua2,ask,134.74254,6.18
usd_mxn,21.8,500.0,GnwbA9m6dEmZew7Y,ask,10900.0,500.0
usd_mxn,21.8,1.2,RaXEfWZR2Da2o8xR,ask,26.16,1.2
usd_mxn,21.8,2340.81,Hk1Ex53CswMW9wns,ask,51029.658,2340.81
usd_mxn,21.786,46.94255997,ik4vCzkcL5T1Nnky,ask,1022.69061150642,46.94255997
usd_mxn,21.78,20.88639985,hY7RfLOmUIuskyXE,ask,454.905788733,20.88639985
usd_mxn,21.767,99.02,8yzBiDBplporl0AD,ask,2155.36834,99.02
usd_mxn,21.763,30.0,PpgqjY6n2Qym3tLH,ask,652.8900000000001,30.0
usd_mxn,21.759,30.0,pGF5evlrN5AvwEKS,ask,652.77,30.0
usd_mxn,21.75,238.95,xw6xwAVLyQMIuSpI,ask,5197.162499999999,238.95
usd_mxn,21.75,200.0,gBhhT0T3PBvUPa0S,ask,4350.0,200.0
usd_mxn,21.746,20.88639985,pcZdZ4FWsO6YEeUW,ask,454.19565113809995,20.88639985
usd_mxn,21.733,4.62,SEhiRpODhEM3QT3X,ask,100.40646000000001,4.62
usd_mxn,21.726,0.48,maVc9MOi2mjHlmCo,ask,10.428479999999999,0.48
usd_mxn,21.716,9.78,tVJJNYjtSGnT793V,ask,212.38248,9.78
usd_mxn,21.71,20.88639985,1m7exoSPR9Qk9cA7,ask,453.44374074350003,20.88639985
usd_mxn,21.701,1.24,CHRoHs7dJZrwfUei,ask,26.90924,1.24
usd_mxn,21.7,500.0,xVDMbkp3THdWT0At,ask,10850.0,500.0
usd_mxn,21.696,4.96,LUOELDupTj5OOi46,ask,107.61216,4.96
usd_mxn,21.69,15.85,o4MpW7UCi80cVtyM,ask,343.7865,15.85
usd_mxn,21.674,20.88639985,w4iWY53smN1oxoWi,ask,452.6918303489,20.88639985
usd_mxn,21.65,20.0,cSGgQKvP1rIwfhHF,ask,433.0,20.0
usd_mxn,21.639,20.88639985,k8mZHB7p7cVuYMnk,ask,451.96080635415,20.88639985
usd_mxn,21.637,14.81,vEeX9qcN1vHRvIqR,ask,320.44397000000004,14.81
usd_mxn,21.624,254.58,VJwUQvjuFx0F7pT4,ask,5505.03792,254.58
usd_mxn,21.609,30.0,vULDLvbunZM1Anzr,ask,648.2700000000001,30.0
usd_mxn,21.604,20.88639985,DSlGwMbi4fOq8PwB,ask,451.22978235939996,20.88639985
usd_mxn,21.6,16.23,14tFAAbise7EJ5Tc,ask,350.56800000000004,16.23
usd_mxn,21.6,500.0,F8qC8YFyg1Uybnrm,ask,10800.0,500.0
usd_mxn,21.59,610.96,xXSqztmkShyRuRco,ask,13190.626400000001,610.96
usd_mxn,21.569,20.88639985,1OmlkCvmLPqiNHC8,ask,450.49875836465,20.88639985
usd_mxn,21.564,2.03,kEha0rD5vvpHlSDf,ask,43.774919999999995,2.03
usd_mxn,21.56,50.0,N1x5mlQg5jmKsGlo,ask,1078.0,50.0
usd_mxn,21.559,45.0,3eGIh7jtAClPXUji,ask,970.1550000000001,45.0
usd_mxn,21.558,50.0,OBQpbojol5ZsXkzs,ask,1077.9,50.0
usd_mxn,21.54,1326.8,JIomlJCHH6UGO5mA,ask,28579.271999999997,1326.8
usd_mxn,21.535,35.92,nNQimGYZIK08wKXx,ask,773.5372000000001,35.92
usd_mxn,21.533,20.88639985,cbHUuzNfJyOt2j2T,ask,449.74684797005006,20.88639985
usd_mxn,21.526,171.91,28ozcQvmBrsuThfp,ask,3700.53466,171.91
usd_mxn,21.51,116.22,eO42yOPeLDbq06JW,ask,2499.8922000000002,116.22
usd_mxn,21.504,1.5,mwiTGAkj5YconJqq,ask,32.256,1.5
usd_mxn,21.5,16.37,U6DJ5aAExbZu3ICx,ask,351.95500000000004,16.37
usd_mxn,21.5,0.97,nwm538KGyU5lPrzK,ask,20.855,0.97
usd_mxn,21.5,112.81,9A045FyLH54KbqVn,ask,2425.415,112.81
usd_mxn,21.5,10.13,TPhkav34QYZlAPkR,ask,217.79500000000002,10.13
usd_mxn,21.5,800.0,FY012wyPBUGS4EwA,ask,17200.0,800.0
usd_mxn,21.5,3.44,e8TOsSqvW057MQTa,ask,73.96,3.44
usd_mxn,21.5,500.0,ww93pGWu36qVRoH2,ask,10750.0,500.0
usd_mxn,21.5,1.75,jgDWmhBK80b834Pr,ask,37.625,1.75
usd_mxn,21.5,3.32,Wag2aEHj0H3D2uWI,ask,71.38,3.32
usd_mxn,21.5,200.0,e4hXwSlQ5BLnE88T,ask,4300.0,200.0
usd_mxn,21.5,23.55,AV0Iafq7OChfn2YC,ask,506.325,23.55
usd_mxn,21.5,6470.8,8hNanTArdZKyaI8w,ask,139122.2,6470.8
usd_mxn,21.5,25.27,JbQPakTQ3Za9y4xA,ask,543.305,25.27
usd_mxn,21.5,2465.22,nSiLTGQmTeWZVhsu,ask,53002.229999999996,2465.22
usd_mxn,21.5,2487.5,DTaWWpcHl71tMfZu,ask,53481.25,2487.5
usd_mxn,21.5,2113.07,jcIcoPMIabtwXMAg,ask,45431.005000000005,2113.07
usd_mxn,21.5,2000.0,PYLTSH4qMyvdG8f6,ask,43000.0,2000.0
usd_mxn,21.5,50.0,CpBmpQVOyT0BzfbP,ask,1075.0,50.0
usd_mxn,21.5,2.65,yUjDzaar4kSgYKJi,ask,56.975,2.65
usd_mxn,21.5,140.9,NnK1gq5peCETQXxx,ask,3029.35,140.9
usd_mxn,21.5,10000.0,adEDjJWW7YPEQrlP,ask,215000.0,10000.0
usd_mxn,21.5,230.0,5xz4GJCO4yTisehp,ask,4945.0,230.0
usd_mxn,21.5,393.46,xZ7F5FHttWOq78C6,ask,8459.39,393.46
usd_mxn,21.5,1277.72,XYwwOc4ZymQ5V5XT,ask,27470.98,1277.72
usd_mxn,21.5,7.74,4zpFBZ8icz0rgAzu,ask,166.41,7.74
usd_mxn,21.5,191.81,b9fcW1fuW5fT7Rjj,ask,4123.915,191.81
usd_mxn,21.5,1500.0,TmwCedFsnsPW6J7q,ask,32250.0,1500.0
usd_mxn,21.5,500.0,lMsHq7Rk8YZftgBv,ask,10750.0,500.0
usd_mxn,21.5,200.0,hWMm4XNE241TAhc1,ask,4300.0,200.0
usd_mxn,21.5,20.31,9SLGZMy3DjcVzZ0a,ask,436.66499999999996,20.31
usd_mxn,21.5,1053.38,oyJHuCNDJBBHSezb,ask,22647.670000000002,1053.38
usd_mxn,21.5,200.0,1rTg9q86DO7F0kcF,ask,4300.0,200.0
usd_mxn,21.499,294.52,cCYlDyTKltSDph0H,ask,6331.885479999999,294.52
usd_mxn,21.499,196.12,VPAhEcQ8WDPwzDqI,ask,4216.383879999999,196.12
usd_mxn,21.499,20.88639985,phZ5oROudWVweQXs,ask,449.03671037515,20.88639985
usd_mxn,21.48,6.38,mbGaH2dVaVpjmTJv,ask,137.0424,6.38
usd_mxn,21.476,10.0,rQRm4QUhQi509Id1,ask,214.76,10.0
usd_mxn,21.475,2.0,PK4OT4jE62c8Lgsn,ask,42.95,2.0
usd_mxn,21.47,20.0,P6dMYIQ1alxAVbyQ,ask,429.4,20.0
usd_mxn,21.463,20.88639985,cuV1MtxjXSwkh2P3,ask,448.28479998055,20.88639985
usd_mxn,21.46,10.48,Q340bxCCfJvuH7WD,ask,224.90080000000003,10.48
usd_mxn,21.45,438.68,3OWBeonxN1fA7YYt,ask,9409.686,438.68
usd_mxn,21.44,108.73,GDWolweoJK7Ta6Cx,ask,2331.1712,108.73
usd_mxn,21.44,100.0,8LfrMgWXZRKYt1gV,ask,2144.0,100.0
usd_mxn,21.428,20.88639985,ztnCL5H7ls5vPuKy,ask,447.55377598580003,20.88639985
usd_mxn,21.42,80.85,sajlJ3kTni7kVQlf,ask,1731.807,80.85
usd_mxn,21.42,23.66,pjWI96Qco4ShLmjq,ask,506.79720000000003,23.66
usd_mxn,21.4,13.2,2Zywjd5BUgmHDIYi,ask,282.47999999999996,13.2
usd_mxn,21.4,2400.34,U0wqKcFGBsiiKEQ4,ask,51367.276,2400.34
usd_mxn,21.4,0.65,V7BsjeFoPwKX55sG,ask,13.91,0.65
usd_mxn,21.4,3737.58,D42eqV60aZggImQn,ask,79984.212,3737.58
usd_mxn,21.393,30.0,wapdb3YqwyJOKbGL,ask,641.79,30.0
usd_mxn,21.393,20.88639985,w9QLE50M5WZBaPiL,ask,446.82275199105004,20.88639985
usd_mxn,21.38,12.89,Fn5vRwIwRPuEUFFN,ask,275.5882,12.89
usd_mxn,21.358,20.88639985,jUJMlY8L87SpA42o,ask,446.0917279963,20.88639985
usd_mxn,21.35,100.0,FeNkCy42wnEhHlRA,ask,2135.0,100.0
usd_mxn,21.342,8.51,FSLV9BWUcdTdLu0t,ask,181.62042,8.51
usd_mxn,21.323,502.62,6JB4zMClzlNZuViv,ask,10717.36626,502.62
usd_mxn,21.322,20.88639985,AEwzZJfrGBjQrLM4,ask,445.33981760169996,20.88639985
usd_mxn,21.3,294.5,68rozcQnDLoaKbbx,ask,6272.85,294.5
usd_mxn,21.3,50.0,WfVu6GVCnEkQply6,ask,1065.0,50.0
usd_mxn,21.291,0.99,0INXf1QJ7EPUXGl6,ask,21.07809,0.99
usd_mxn,21.287,20.88639985,y0iWFONqeZRTnf1h,ask,444.60879360695,20.88639985
usd_mxn,21.275,70.0,g9PybInxILuO1boL,ask,1489.25,70.0
usd_mxn,21.275,2.82,XufwB19hJvoNdG21,ask,59.99549999999999,2.82
usd_mxn,21.259,3.0,shwENB4bLX3xqijf,ask,63.777,3.0
usd_mxn,21.259,8.57,9I599tY8tXCijoM7,ask,182.18963000000002,8.57
usd_mxn,21.255,1.49,5aV5xg3hfRKHypwl,ask,31.66995,1.49
usd_mxn,21.252,20.88639985,JacicuUe5TeW7DbQ,ask,443.8777696122,20.88639985
usd_mxn,21.25,705.88,LSriG4aBuVdk4oI4,ask,14999.95,705.88
usd_mxn,21.25,150.0,F6ZeBae2tAqJgJql,ask,3187.5,150.0
usd_mxn,21.249,5.84,RClDsJFVbLVDGyTp,ask,124.09415999999999,5.84
usd_mxn,21.246,48.5,vVgGbwjdWHTVKovC,ask,1030.431,48.5
usd_mxn,21.239,21.35,CFvekVpHSZrzEgZR,ask,453.45265000000006,21.35
usd_mxn,21.239,5.02,ZBUzqeCHv7j5V1mY,ask,106.61977999999999,5.02
usd_mxn,21.232,64.98,czVJKj3qdsOWACjH,ask,1379.65536,64.98
usd_mxn,21.23,10.0,5rR79SB8myuBK3UH,ask,212.3,10.0
usd_mxn,21.223,0.99,YO63MIFy6lrpIUT4,ask,21.010769999999997,0.99
usd_mxn,21.22,3.47,3xd8ZgHf9w4icCLl,ask,73.6334,3.47
usd_mxn,21.217,20.88639985,xOYhxNDgyrYggblU,ask,443.14674561745,20.88639985
usd_mxn,21.216,2.89,7L95aOs16WXrvQlX,ask,61.314240000000005,2.89
usd_mxn,21.2,5.38,Txf7stDFdakhT3jE,ask,114.056,5.38
usd_mxn,21.2,1664.99,OZApAamGp8i7YEjT,ask,35297.788,1664.99
usd_mxn,21.2,1000.0,eJE0K0N55Q2IDR0U,ask,21200.0,1000.0
usd_mxn,21.2,5007.54,b5ZDOe65kyFnsC9e,ask,106159.848,5007.54
usd_mxn,21.2,100.0,s4HI0plhd9VR9nFN,ask,2120.0,100.0
usd_mxn,21.2,1.0,zbzcysikYMwpEKLY,ask,21.2,1.0
usd_mxn,21.2,10.0,ynXa236a2SH6ORg5,ask,212.0,10.0
usd_mxn,21.2,50.0,h5TKqOECSXEfee17,ask,1060.0,50.0
usd_mxn,21.2,160.0,Rjbj1TDVbC5JixJt,ask,3392.0,160.0
usd_mxn,21.2,738.51,QU6Dub78YEVp9dLU,ask,15656.411999999998,738.51
usd_mxn,21.2,99.36,k6794j6jRcpeJdHM,ask,2106.432,99.36
usd_mxn,21.2,100.0,QqxPIDk9PPlwxUvI,ask,2120.0,100.0
usd_mxn,21.2,20.89,eNHHADE0YmsA4rsf,ask,442.868,20.89
usd_mxn,21.199,506.84,BNDPZNf7YYZjsyPt,ask,10744.50116,506.84
usd_mxn,21.189,10.67,bEoZWrqhrRy02OKS,ask,226.08662999999999,10.67
usd_mxn,21.181,20.88639986,k84ZBWKESyIydYmv,ask,442.39483543466,20.88639986
usd_mxn,21.176,8.0,rOCcDnTalvSpctXH,ask,169.408,8.0
usd_mxn,21.176,47.83,IQpThQqYmC8kDGyz,ask,1012.8480799999999,47.83
usd_mxn,21.172,49.39,OAxeu1hgrQgBnFC0,ask,1045.68508,49.39
usd_mxn,21.152,250.0,6lclFI1W00Lq3tzQ,ask,5288.0,250.0
usd_mxn,21.15,100.0,YacqEZLhLfFrpKFC,ask,2115.0,100.0
usd_mxn,21.15,502.0,m4DPq2qbNJGLHkXW,ask,10617.3,502.0
usd_mxn,21.15,100.0,88R6GbmBoPPmPnC0,ask,2115.0,100.0
usd_mxn,21.147,20.88639986,i7xnVItt9FRmux9x,ask,441.68469783942,20.88639986
usd_mxn,21.141,196.55,oMDsX8iuHttT1QaQ,ask,4155.26355,196.55
usd_mxn,21.14,153.55,Ykgak89BFt3GrhRb,ask,3246.0470000000005,153.55
usd_mxn,21.138,5.16,YpsTUkGJcGYBQHZv,ask,109.07208000000001,5.16
usd_mxn,21.119,4.94,lPQuSnw7EOZ37eyW,ask,104.32786,4.94
usd_mxn,21.111,20.88639986,CRlZ70CoNaDVV8WW,ask,440.93278744446,20.88639986
usd_mxn,21.107,1.19,VoiUpWuDEQoVAxIk,ask,25.11733,1.19
usd_mxn,21.1,4.86,iu0uGuTERgD3LKTi,ask,102.54600000000002,4.86
usd_mxn,21.1,99.5,bazCnmpNITwcELxt,ask,2099.4500000000003,99.5
usd_mxn,21.1,50.0,vjpyOMN9zu1AaDON,ask,1055.0,50.0
usd_mxn,21.1,535.58,H9qcTtRsSGTntLf0,ask,11300.738000000001,535.58
